"ACCENUMB"	"alt"	"slope"	"wind_1"	"wind_7"	"wind_annual"	"srad_1"	"srad_7"	"srad_annual"
"20338"	1296	3.18372297286987	2.05999994277954	1.65600001811981	1.78366661071777	20864	17038	18279.5
"2136"	448	2.76468396186829	3.72000002861023	2.9760000705719	3.39266681671143	17097	16090	16229.5830078125
"2156"	1027	6.2734317779541	3.49600005149841	2.55200004577637	3.04633331298828	19952	16140	17704.666015625
"219"	147	0.515983879566193	2.64400005340576	1.79999995231628	2.19300007820129	17664	16212	16539.5
"21945bis"	310	1.39802694320679	2.40000009536743	1.60000002384186	1.97533333301544	20021	18376	18431.583984375
"21948"	310	1.39802694320679	2.40000009536743	1.60000002384186	1.97533333301544	20021	18376	18431.583984375
"22109"	418	0.416967809200287	2.40000009536743	1.60000002384186	1.97366666793823	20177	18519	18558
"2236"	615	2.98975706100464	2.3600001335144	1.53600001335144	1.93900001049042	20447	18296	18454.166015625
"2270513679"	1473	1.17535400390625	1.98800003528595	1.5	1.66466665267944	20123	16843	17868.75
"2302273705"	634	0.73394912481308	2.43600010871887	1.932000041008	2.11299991607666	20135	17002	17967.5
"2302274946"	718	1.01766097545624	2.35199999809265	1.85599994659424	2.03666663169861	20231	16964	18089.75
"2422321981"	8	0.0205934997648001	3.74000000953674	2.16000008583069	2.84599995613098	18885	18633	18039.833984375
"2422365587"	143	0.330077588558197	2.5	1.5	1.94799995422363	19514	18558	18220
"2422367639"	199	0.378752410411835	2.71200013160706	1.70000004768372	2.12933325767517	19191	18460	18131.083984375
"2422368043"	125	1.02938199043274	2.5479998588562	2.13199996948242	2.43866658210754	19023	18443	18105.166015625
"2422368176"	124	0.919673681259155	2.62800002098083	2.42799997329712	2.48266673088074	20504	17537	18382
"2422369447"	124	0.919673681259155	2.62800002098083	2.42799997329712	2.48266673088074	20504	17537	18382
"2422386500"	124	0.919673681259155	2.62800002098083	2.42799997329712	2.48266673088074	20504	17537	18382
"2422514011"	438	2.37598705291748	1.90399992465973	1.5	1.69166660308838	19495	17780	18038.916015625
"2422518930"	360	2.06431698799133	1.89199995994568	1.48800003528595	1.67133331298828	19486	17905	18063.416015625
"2422525126"	23	0.654698014259338	2.88125014305115	2.49375009536743	2.76979160308838	19416	18173	18150.25
"2422525134"	14	0.302319914102554	2.89090919494629	2.531818151474	2.78901505470276	19425	18146	18047.833984375
"2426848334"	1206	3.59518098831177	1.77999997138977	1.47200000286102	1.54466664791107	17100	16609	16645.916015625
"2426858481"	193	1.87406301498413	1.89999997615814	1.5	1.64366674423218	17408	17526	17152.583984375
"2426879779"	1206	3.59518098831177	1.77999997138977	1.47200000286102	1.54466664791107	17100	16609	16645.916015625
"2426883352"	1519	4.67475509643555	1.79199993610382	1.53999996185303	1.58633327484131	17904	16657	17016.833984375
"2426916635"	193	0.985706925392151	1.90399992465973	1.53600001335144	1.67400002479553	17355	17475	17105.583984375
"24637"	370	0.153797805309296	2.38800001144409	1.60000002384186	1.96166670322418	20418	18591	18729.333984375
"247"	484	0.242546901106834	2.40000009536743	1.60000002384186	1.96533334255219	20053	18301	18386
"24741"	370	0.153797805309296	2.38800001144409	1.60000002384186	1.96166670322418	20418	18591	18729.333984375
"2479"	11	0.119103401899338	4.26399993896484	3.3600001335144	3.89233326911926	17514	16410	16531.416015625
"24827"	209	1.89583194255829	2.3199999332428	1.60000002384186	1.93333327770233	20331	18688	18721.083984375
"2492"	1484	6.31424617767334	3.3600001335144	2.5	2.98199987411499	19682	15804	17435
"25008"	344	2.01104807853699	2.34400010108948	1.60000002384186	1.94233334064484	20310	18538	18617.333984375
"2506"	451	3.05590605735779	3.26399993896484	2	2.72666668891907	18760	16376	16958.666015625
"25240"	387	0.656333327293396	2.35599994659424	1.60000002384186	1.95299994945526	20139	18393	18499.416015625
"2572"	1385	4.04738187789917	2.13599991798401	1.67200005054474	1.77133333683014	19260	18114	18147.666015625
"2590"	8	0.0205934997648001	3.74000000953674	2.16000008583069	2.84599995613098	18885	18633	18039.833984375
"2629237645"	0	0.00308709591627121	3.5239999294281	2.94000005722046	3.30699992179871	18620	17520	17597.416015625
"2629239027"	2	0.0333206206560135	3.75600004196167	3.03600001335144	3.42866659164429	18949	18170	17935.916015625
"2629412828"	1357	4.23501682281494	2.09599995613098	1.64800000190735	1.7426666021347	19475	18223	18296.583984375
"2629413231"	1448	4.60573482513428	2.17600011825562	1.72000002861023	1.81700003147125	19578	18243	18375.333984375
"2629413961"	1455	4.07458400726318	2.17599987983704	1.71599996089935	1.81466662883759	19719	18204	18469.416015625
"2629415161"	1448	4.60573482513428	2.17600011825562	1.72000002861023	1.81700003147125	19578	18243	18375.333984375
"2629416298"	943	3.60740089416504	1.85599994659424	1.38399994373322	1.50999999046326	19132	18258	18189.25
"2629424908"	2521	2.99785304069519	3.32400012016296	2.80800008773804	2.88766670227051	20583	17843	18562.916015625
"2629425896"	1657	2.90134811401367	2.35599994659424	1.87599992752075	1.9743332862854	19946	18057	18496.5
"2629429298"	1823	3.68964695930481	2.53600001335144	2.07999992370605	2.15400004386902	20846	18677	19171
"2629429323"	996	2.50236511230469	1.91999995708466	1.5	1.65266668796539	20283	17743	18344.916015625
"2629434893"	943	3.60740089416504	1.85599994659424	1.38399994373322	1.50999999046326	19132	18258	18189.25
"2629438717"	828	4.10460996627808	1.78799998760223	1.34800004959106	1.45766663551331	19146	18358	18277.25
"2629438745"	1173	1.25723004341125	2.03600001335144	1.56400001049042	1.67033338546753	19603	18222	18403.833984375
"2629439508"	1972	1.02511298656464	2.71200013160706	2.24399995803833	2.30466651916504	20887	18190	18845
"2629440094"	1854	3.01519203186035	2.1159999370575	1.55200004577637	1.7186666727066	20699	17130	18264.833984375
"2629440484"	1373	2.90816497802734	2.14400005340576	1.68400001525879	1.77733337879181	19810	18110	18394.666015625
"2629452864"	1015	6.55250978469849	3.2720000743866	2.40799999237061	2.82599997520447	19879	16015	17575
"2629452865"	70	0.0685098618268967	2.70000004768372	1.79999995231628	2.2093334197998	19312	18429	18176.833984375
"2629452866"	113	0.242173403501511	2.79999995231628	1.71600008010864	2.17933344841003	19325	18543	18083.916015625
"2629452867"	65	1.03193199634552	2.70000004768372	1.79999995231628	2.23066663742065	17321	16257	16394.166015625
"2629454854"	867	1.94801294803619	2.11999988555908	1.78799998760223	1.91033327579498	16512	16327	16128.3330078125
"2629454855"	1208	2.84327006340027	1.81599998474121	1.37999999523163	1.51899993419647	20550	16933	18151.166015625
"2629455934"	27	0.370607197284698	3	2.59999990463257	2.71041655540466	20726	17683	18542.333984375
"2629456773"	1131	1.39417898654938	2.48399996757507	1.74000000953674	2.13133335113525	19849	17687	18036.416015625
"2629456774"	683	3.31850099563599	3.33599996566772	2.57999992370605	3.00866675376892	17172	15815	16123.6669921875
"2629457875"	51	1.43685603141785	4.28125	3.52500009536743	3.94374990463257	17302	16532	16598.833984375
"2629457876"	1466	3.55631995201111	2.30800008773804	1.81200003623962	1.9099999666214	19868	18354	18567.916015625
"2629457877"	1208	2.84327006340027	1.81599998474121	1.37999999523163	1.51899993419647	20550	16933	18151.166015625
"2629458873"	224	0.298824399709702	2.22399997711182	1.39999997615814	1.78633332252502	20858	18784	18864.666015625
"2629458874"	955	2.01158404350281	1.78799998760223	1.27600002288818	1.42533338069916	20361	17432	18277.916015625
"2629458876"	399	2.43592190742493	1.99199998378754	1.61600005626678	1.75633335113525	16953	17064	16747.166015625
"2629458877"	867	1.94801294803619	2.11999988555908	1.78799998760223	1.91033327579498	16512	16327	16128.3330078125
"2629458878"	596	2.92746090888977	1.91999995708466	1.60000002384186	1.69933331012726	16851	16875	16631.583984375
"2629458919"	1437	3.67318296432495	1.89600002765656	1.41199994087219	1.5809999704361	20631	16789	18093.25
"2629459921"	960	2.69528102874756	2.20000004768372	1.60000002384186	1.8400000333786	16886	15700	15926.8330078125
"2629459922"	58	0.0917079895734787	3.62399983406067	2.67600011825562	3.2153332233429	17550	16535	16605.916015625
"2629460859"	1249	5.74249410629272	2.17599987983704	1.932000041008	2.03133344650269	16502	15992	16026.6669921875
"2629461870"	169	1.76260101795197	3.66400003433228	2.88800001144409	3.29833340644836	16941	16215	16136
"2629461871"	113	1.82452499866486	2.35199999809265	1.99199998378754	2.15333318710327	20277	17708	18277.916015625
"2629472214"	1230	1.34793305397034	3.17199993133545	2.69199991226196	3.00399994850159	16591	15402	15702.0830078125
"2629472774"	1376	1.67093300819397	1.89999997615814	1.60000002384186	1.69900000095367	16780	15880	16080.5830078125
"2629473046"	872	2.6363799571991	2	1.59600007534027	1.73633337020874	16117	15846	15739.0830078125
"2629476109"	547	2.27962803840637	2.08799982070923	1.62000000476837	1.81833338737488	16271	16143	15955.75
"2629485590"	10	0.0227902196347713	2.59999990463257	1.94799995422363	2.29566669464111	19399	18066	18047.25
"2629491552"	1484	6.31424617767334	3.3600001335144	2.5	2.98199987411499	19682	15804	17435
"2629492009"	357	2.03037095069885	2.4760000705719	1.66400003433228	2.04933333396912	21045	17970	18783.5
"2629506831"	20	0.106224700808525	3.21199989318848	2.35599994659424	2.74600005149841	19551	17494	18068.166015625
"2629512716"	919	2.23581600189209	2.73600006103516	1.89999997615814	2.36699986457825	18864	16776	17334.083984375
