"ACCENUMB"	"OBJECTID"	"INSTCODE"	"COLLNUMB"	"COLLCODE"	"COLLNAME"	"COLLINSTADDRESS"	"COLLMISSID"	"GENUS"	"SPECIES"	"SPAUTHOR"	"SUBTAXA"	"SUBTAUTHOR"	"CROPNAME"	"ACCENAME"	"ACQDATE"	"ORIGCTY"	"NAMECTY"	"ADM1"	"ADM2"	"ADM3"	"ADM4"	"COLLSITE"	"DECLATITUDE"	"LATITUDE"	"DECLONGITUDE"	"LONGITUDE"	"COORDUNCERT"	"COORDDATUM"	"GEOREFMETH"	"ELEVATION"	"COLLDATE"	"BREDCODE"	"BREDNAME"	"SAMPSTAT"	"ANCEST"	"COLLSRC"	"DONORCODE"	"DONORNAME"	"DONORNUMB"	"OTHERNUMB"	"DUPLSITE"	"DUPLINSTNAME"	"STORAGE"	"MLSSTAT"	"REMARKS"	"globlandc"	"DISTOLAND"	"SUITQUAL"	"ID_0"	"ISO"	"NAME_0"	"ID_1"	"NAME_1"	"VARNAME_1"	"ENGTYPE_1"	"ID_2"	"NAME_2"	"VARNAME_2"	"ENGTYPE_2"	"ID_3"	"NAME_3"	"VARNAME_3"	"ENGTYPE_3"	"ID_4"	"NAME_4"	"VARNAME_4"	"ENGTYPE4"	"NIVELMAX"	"LOCALQUAL"	"COORQUAL"	"intertemp"	"errores"	"precis"	"georble"	"GEOREFMETH1"	"TOTALQUAL"	"TOTALQUAL100"
"AMZ296"	173061	"MUZ"	"AA179"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Mna'a, Tanomah, Abha"	18.973067	NA	42.183667	NA	NA	NA	100	2597	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ297"	173061	"MUZ"	"AA172"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Faisal road between Bani Amr and Al-Namas, Abha"	19.15825	NA	42.11175	NA	NA	NA	100	2402	20210315	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ298"	173061	"MUZ"	"AA166"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Jabal Al-Balace, Baljurashi, Al-Baha"	19.828417	NA	41.861517	NA	NA	NA	100	1996	20210313	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"50"	0	NA	18	0	18	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	48	80
"AMZ299"	173064	"MUZ"	"AA240"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Maysaan, Taif"	20.730067	NA	40.824283	NA	NA	NA	100	2244	20210311	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ300"	173064	"MUZ"	"AA239"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Suq Al-Rubu, Mayssaan, Taif"	20.768133	NA	40.7874	NA	NA	NA	100	2275	20210311	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ301"	173064	"MUZ"	"AA238"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Suq Al-Rubu, Mayssaan, Taif"	20.801817	NA	40.77395	NA	NA	NA	100	2517	20210311	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ302"	173064	"MUZ"	"AA161"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Bani Saad, Taif"	20.9149	NA	40.792117	NA	NA	NA	100	2133	20210311	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ303"	173064	"MUZ"	"AA156"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Wadi Thi Ghazal, Ash Shafa, Taif"	21.071283	NA	40.3842	NA	NA	NA	100	2088	20210310	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	18	0	18	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	48	80
"AMZ304"	173061	"MUZ"	"AA117"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Sand old road to Al-Kodari village, Tanomah, Abha"	19.012367	NA	42.186283	NA	NA	NA	100	2137	20200830	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	"50"	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ305"	173063	"MUZ"	"AA145"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Al-Aswad, Jazan"	17.5859	NA	42.884283	NA	NA	NA	100	1407	20210213	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	10	"Jizan"	"Jazan|Qizan"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ306"	173061	"K"	"IS2091"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. asiricum"	" A.Alzahrani"	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"70 km, S.E. of Abha, Abha"	18.057347	NA	42.710371	NA	NA	NA	200	2130	19800314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"AMZ307"	173061	"BM"	"DH118"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. asiricum"	" A.Alzahrani"	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Dalagan national park, Abha"	18.106189	NA	42.718444	NA	NA	NA	200	NA	19810306	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"AMZ308"	173061	"BM"	"DH59"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. asiricum"	" A.Alzahrani"	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Dalagan national park, Abha"	18.104826	NA	42.705918	NA	NA	NA	200	NA	19810301	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"AMZ309"	173061	"K"	"AN237"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. asiricum"	" A.Alzahrani"	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Wadi Dalagan, Abha"	18.096935	NA	42.709324	NA	NA	NA	200	NA	19800327	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"AMZ310"	173061	"MUZ"	"AA175"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. asiricum"	" A.Alzahrani"	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Tamniah village, Abha"	18.004183	NA	42.767467	NA	NA	NA	100	2485	20210319	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ311"	173064	"MUZ"	"AA155"	NA	NA	NA	NA	"Verbascum "	"sarawaticum"	"A.Alzahrani"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Al-Hada palm, Al-Hada, Taif"	21.425333	NA	40.27945	NA	NA	NA	100	1691	20210310	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ312"	173064	"MUZ"	"AA231"	NA	NA	NA	NA	"Verbascum "	"sarawaticum"	"A.Alzahrani"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Al-Hada palm, Al-Hada, Taif"	21.443489	NA	40.282385	NA	NA	NA	100	1640	20210310	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ313"	173064	"MUZ"	"AA232"	NA	NA	NA	NA	"Verbascum "	"sarawaticum"	"A.Alzahrani"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Al-Hada palm, Al-Hada, Taif"	21.4474	NA	40.280094	NA	NA	NA	100	1650	20210310	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ314"	173064	"MUZ"	"AA233"	NA	NA	NA	NA	"Verbascum "	"sarawaticum"	"A.Alzahrani"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Al-Hada palm, Al-Hada, Taif"	21.433221	NA	40.280913	NA	NA	NA	100	1670	20210310	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ315"	173064	"MUZ"	"AA234"	NA	NA	NA	NA	"Verbascum "	"sarawaticum"	"A.Alzahrani"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Al-Hada palm, Al-Hada, Taif"	21.425472	NA	40.279443	NA	NA	NA	100	1682	20210310	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ316"	173058	"MUZ"	"AA160"	NA	NA	NA	NA	"Verbascum "	"sarawaticum"	"A.Alzahrani"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Red mountains, Baljurashi"	20.057097	NA	41.409012	NA	NA	NA	100	1985	20210311	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	50	83.3333333333333
"AMZ317"	173058	"K"	"IS2650"	NA	NA	NA	NA	"Verbascum "	"sarawaticum"	"A.Alzahrani"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Red mountains, Baljurashi"	20.052697	NA	41.410683	NA	NA	NA	100	1981	19810510	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	3	48	80
"E00046276"	120503	"E"	"IS8026"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"S of Tiwi, Ash Sharqiyah North"	22.744658	NA	59.134626	NA	NA	NA	200	15	19920325	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	169	"OMN"	"Oman"	5	"Ash Sharqiyah"	NA	"Region"	29	"Biddiya"	"Bidiyah"	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"E00046311"	120495	"E"	"IS7994"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Jabal Aswad, above Siya, Muscat "	23.202108	NA	58.667884	NA	NA	NA	200	244	19920321	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	169	"OMN"	"Oman"	8	"Muscat"	"Masqat"	"Province"	49	"Quriyat"	"Qurayyat"	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	29.6666666666667	49.4444444444444
"E00066907"	173059	"E"	"IS7060"	NA	NA	NA	NA	"Verbascum "	"deserticola "	"(Murb.) Huber-Morath"	"var. deserticola"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"76 km E of Duba to Shigri road, Tabuk "	27.785917	NA	35.976417	NA	NA	NA	200	457	19890401	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	13	"Tabuk"	"Tabouk"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00066908"	173059	"E"	"IS7237"	NA	NA	NA	NA	"Verbascum "	"deserticola "	"(Murb.) Huber-Morath"	"var. deserticola"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"75 km E of Duba to Shigri road, Tabuk "	27.771901	NA	36.010426	NA	NA	NA	200	457	19890803	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	13	"Tabuk"	"Tabouk"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00066909"	173059	"E"	"IS5260"	NA	NA	NA	NA	"Verbascum "	"decaisneanum "	"O. Kuntze"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Dabbagh, 100 km SW of Tabuk, Tabuk"	27.855838	NA	35.746548	NA	NA	NA	200	1677	19850411	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	13	"Tabuk"	"Tabouk"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"E00066910"	173060	"E"	"IS3802"	NA	NA	NA	NA	"Verbascum "	"deserticola "	"(Murb.) Huber-Morath"	"var. deserticola"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Radwa, 100 km N of Yanbo, wadi on N side, Medina"	24.559305	NA	38.277859	NA	NA	NA	200	1250	19820815	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	5	"Al Madinah"	"Madinah|Al Madinah al Munawwarah|Monwarah|Medina|Médine"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00066911"	120490	"E"	"RW150"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Wadi Haslah, SW of Awabi, Al Batinah South"	23.33333	NA	57.63333	NA	NA	NA	200	700	19780313	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	169	"OMN"	"Oman"	2	"Al Batnah"	"Al Batinah|Ad Batinah"	"Region"	10	"Al Awabi"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	29.6666666666667	49.4444444444444
"E00066912"	120495	"E"	"AJ9571"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"E of Hajar mountains, Siya at foot of Jabal Aswad, Muscat"	23.143777	NA	58.677199	NA	NA	NA	200	400	19890930	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	169	"OMN"	"Oman"	8	"Muscat"	"Masqat"	"Province"	49	"Quriyat"	"Qurayyat"	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"E00066913"	217857	"E"	"KU705"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal Nasira, Hajjah"	15.734903	NA	43.566505	NA	NA	NA	200	1950	19821008	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	3	0	20	251	"YEM"	"Yemen"	13	"Hajjah"	"Hajja"	"Governorate"	199	"Mabyan"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"E00066914"	217987	"E"	"AM377"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal Shibam, above Menacha, Sana'a"	15.097164	NA	43.7099	NA	NA	NA	200	2700	19781005	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	19	"San`a'"	"Sana'a"	"City"	290	"Manakhah"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"E00066915"	173061	"E"	"IH153"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Aqabat Al-Samma to Wadi Al-Ouse, NW of Abha, Abha"	18.304648	NA	42.332303	NA	NA	NA	200	NA	19810106	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00066916"	218035	"E"	"JL13045"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Qarn Al-Wa'al, Al-Bayda"	14.286421	NA	44.763568	NA	NA	NA	200	2950	19760929	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	251	"YEM"	"Yemen"	3	"Al Bayda'"	"Albaidah|Al Baidha|Al-Baydha|Al Beida|Baidaa|Al Bayda"	"Governorate"	25	"Ar Ryashyyah"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	39.6666666666667	66.1111111111111
"E00066917"	218026	"E"	"JL11288"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Sumara Pass, Ibb"	14.194037	NA	44.276905	NA	NA	NA	200	2800	19740326	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	14	"Ibb"	NA	"Governorate"	227	"Yarim"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"E00066918"	218026	"E"	"AM462"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Sumara Pass, Ibb"	14.194453	NA	44.280499	NA	NA	NA	200	3100	19781009	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	14	"Ibb"	NA	"Governorate"	227	"Yarim"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"E00066919"	173063	"E"	"IS3164"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Fayfa, about 100 km NE of Jazan, Jazan"	17.245012	NA	43.090979	NA	NA	NA	200	1615	19811120	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	3	0	20	198	"SAU"	"Saudi Arabia"	10	"Jizan"	"Jazan|Qizan"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	48	80
"E00066920"	217858	"E"	"DW1100"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Kuslan, Hajjah"	15.732812	NA	43.716206	NA	NA	NA	200	2300	19790319	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	251	"YEM"	"Yemen"	13	"Hajjah"	"Hajja"	"Governorate"	196	"Kuhlan Affar"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	39.6666666666667	66.1111111111111
"E00066921"	217980	"E"	"AM536"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jiblah, environs of town, Ibb"	13.925119	NA	44.14541	NA	NA	NA	200	2000	19781016	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	14	"Ibb"	NA	"Governorate"	225	"Jiblah"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
