"ACCENUMB"	"bio_15"	"bio_4"	"bio_3"	"bio_5"	"bio_6"	"bio_12"	"bio_16"	"bio_18"	"bio_19"	"bio_17"	"bio_13"	"bio_14"	"bio_2"	"bio_7"	"bio_1"	"bio_8"	"bio_10"	"bio_11"	"bio_9"
"11541"	63.1599998474121	2037.9599609375	65.120002746582	355.079986572266	159.919998168945	1070.0400390625	480.839996337891	277.040008544922	95.9599990844727	89.1999969482422	194.080001831055	27	128.279998779297	195.160003662109	258.119995117188	272.959991455078	279.040008544922	229.399993896484	239.919998168945
"11572"	56.1199989318848	1910.47998046875	65.3600006103516	343.519989013672	165.360000610352	1080.71997070312	475.799987792969	250.919998168945	125	108.160003662109	186.759994506836	34.1199989318848	117.519996643066	178.160003662109	257.679992675781	273	276.480010986328	230.759994506836	254.960006713867
"11615"	60.5999984741211	2096.1201171875	63.9599990844727	348.480010986328	159.240005493164	1055.40002441406	462.959991455078	272	108.800003051758	95.1999969482422	191.839996337891	29.9200000762939	121.800003051758	189.240005493164	255.919998168945	271.559997558594	277.480010986328	226.360000610352	254.479995727539
"1166"	63.4799995422363	2750.63989257812	55.6800003051758	295.760009765625	103.279998779297	3459.84008789062	1659.28002929688	1157.64001464844	366.760009765625	334.799987792969	616.52001953125	102.639999389648	108.120002746582	192.479995727539	203.039993286133	224.960006713867	231.399993896484	163.919998168945	173.839996337891
"1186"	66.3600006103516	1733.71997070312	62.4799995422363	325.119995117188	158.839996337891	2420.56005859375	1153.11999511719	420.559997558594	331	164	452.320007324219	44.4000015258789	104.720001220703	166.279998779297	240.199996948242	250.080001831055	259.959991455078	215.960006713867	239.320007324219
"1228147005"	87.879997253418	2233.76000976562	61.8800010681152	330.359985351562	141.440002441406	975.919982910156	535.47998046875	268.399993896484	60.7200012207031	60.7200012207031	196.360000610352	17.8799991607666	117.839996337891	188.919998168945	238.160003662109	253.119995117188	261.359985351562	205.399993896484	205.399993896484
"1228364460"	62.1599998474121	3369.32006835938	52.4799995422363	334.119995117188	132.960006713867	1292.31994628906	596.880004882812	532	151.639999389648	140.520004272461	247.440002441406	46.2799987792969	106.639999389648	201.160003662109	241.199996948242	271.279998779297	276.079986572266	192.919998168945	203.360000610352
"1228375861"	76.3199996948242	1842.9599609375	63.3600006103516	270.959991455078	101.120002746582	1961.56005859375	983.440002441406	565.280029296875	140.320007324219	136.759994506836	355.839996337891	44.560001373291	108.440002441406	169.839996337891	186.639999389648	200.119995117188	206.119995117188	160.679992675781	167.360000610352
"124"	64.120002746582	1857.19995117188	67.9599990844727	343.040008544922	157.039993286133	1187.71997070312	517.840026855469	440.880004882812	101.040000915527	101.040000915527	203.360000610352	28.3999996185303	127	186	254	268.839996337891	272	226.399993896484	226.399993896484
"12424"	63.439998626709	1735.9599609375	64.6800003051758	340.200012207031	177.279998779297	2102.63989257812	928.440002441406	505.519989013672	238.039993286133	161.759994506836	381.519989013672	38.8800010681152	105.919998168945	162.919998168945	257	263.040008544922	276.679992675781	231.279998779297	256.119995117188
"1253"	66.2799987792969	1722.16003417969	66.4000015258789	333.920013427734	163.720001220703	2407.43994140625	1088.83996582031	556.719970703125	258	172.520004272461	447.079986572266	45.3199996948242	113.559997558594	170.199996948242	247.520004272461	256.559997558594	265.799987792969	221.960006713867	245.279998779297
"12558"	63.1199989318848	1743.83996582031	64.4400024414062	340.799987792969	178.080001831055	2111	935.799987792969	506.359985351562	238.360000610352	164.240005493164	382.760009765625	39	105.720001220703	162.720001220703	257.839996337891	264	277.320007324219	232	257
"1257606805"	64.2799987792969	1575.56005859375	69.4000015258789	302.399993896484	123.559997558594	1892.52001953125	850.47998046875	473.320007324219	190.199996948242	156.679992675781	335.079986572266	43.8800010681152	124.879997253418	178.839996337891	215.479995727539	225.080001831055	231.440002441406	191.880004882812	202.279998779297
