INSTCODE	ACCENUMB	COLLNUMB	COLLCODE	COLLNAME	COLLINSTADDRESS	COLLMISSID	GENUS	SPECIES	SPAUTHOR	SUBTAXA	SUBTAUTHOR	CROPNAME	ACCENAME	ACQDATE	ORIGCTY	NAMECTY	ADM1	ADM2	ADM3	ADM4	COLLSITE	DECLATITUDE	LATITUDE	DECLONGITUDE	LONGITUDE	COORDUNCERT	COORDDATUM	GEOREFMETH	ELEVATION	COLLDATE	BREDCODE	BREDNAME	SAMPSTAT	ANCEST	COLLSRC	DONORCODE	DONORNAME	DONORNUMB	OTHERNUMB	DUPLSITE	DUPLINSTNAME	STORAGE	MLSSTAT	REMARKS
MUZ	AMZ131	AA211	NA	NA	NA	NA	Verbascum 	deserticola 	(Murb.) Huber-Morath	var. deserticola	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Jabal Shar, Tabuk"	27.656805	NA	35.805262	NA	NA	NA	100	900	20230417	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066907	IS7060	NA	NA	NA	NA	Verbascum 	deserticola 	(Murb.) Huber-Morath	var. deserticola	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"76 km E of Duba to Shigri road, Tabuk "	27.785917	NA	35.976417	NA	NA	NA	200	457	19890401	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066908	IS7237	NA	NA	NA	NA	Verbascum 	deserticola 	(Murb.) Huber-Morath	var. deserticola	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"75 km E of Duba to Shigri road, Tabuk "	27.771901	NA	36.010426	NA	NA	NA	200	457	19890803	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066910	IS3802	NA	NA	NA	NA	Verbascum 	deserticola 	(Murb.) Huber-Morath	var. deserticola	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Radwa, 100 km N of Yanbo, wadi on N side, Medina"	24.559305	NA	38.277859	NA	NA	NA	200	1250	19820815	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066965	IS5767	NA	NA	NA	NA	Verbascum 	deserticola 	(Murb.) Huber-Morath	var. deserticola	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Somewhere N of Al Wajh to Al-Ula, dirt track, Medina"	26.495697	NA	37.203349	NA	NA	NA	200	1067	19860318	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00092232	IS9072	NA	NA	NA	NA	Verbascum 	deserticola 	(Hemaid)	var. sheilae 	 A.Alzahrani	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Headwater of wadi Qaraqir, E of Duba, Tabuk"	27.640304	NA	36.58346	NA	NA	NA	200	610	19940317	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00095075	IS9154	NA	NA	NA	NA	Verbascum 	deserticola 	(Hemaid)	var. sheilae 	 A.Alzahrani	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Wadi Al-Lawz off wadi Qaraqir, E of Duba, Tabuk"	27.665688	NA	36.572283	NA	NA	NA	200	700	19940825	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00095076	IS9153	NA	NA	NA	NA	Verbascum 	deserticola 	(Hemaid)	var. sheilae 	 A.Alzahrani	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Wadi Ghamrah off wadi Qaraqir, E of Duba, Tabuk"	27.636296	NA	36.636831	NA	NA	NA	200	700	19940825	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00687348	IS2908	NA	NA	NA	NA	Verbascum 	deserticola 	(Murb.) Huber-Morath	var. deserticola	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Radwa, N of Yanbo, Medina"	24.576072	NA	38.079456	NA	NA	NA	200	1311	19811010	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ100	AA205	NA	NA	NA	NA	Verbascum 	eremobium 	Murb. 	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jalah, Alagan - Haql road, Tabuk"	29.141634	NA	35.142886	NA	NA	NA	100	1100	20230411	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ101	AA206	NA	NA	NA	NA	Verbascum 	eremobium 	Murb. 	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Wadi Aba Al-Hinshan, near Alagan, Tabuk"	29.201441	NA	35.246433	NA	NA	NA	100	900	20230413	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ102	AA207	NA	NA	NA	NA	Verbascum 	eremobium 	Murb. 	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Jabal Al-Lawz road, Tabuk"	28.876004	NA	35.345092	NA	NA	NA	100	1120	20230416	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ103	AA208	NA	NA	NA	NA	Verbascum 	eremobium 	Murb. 	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Thaghb, Tabuk"	28.843	NA	34.965817	NA	NA	NA	100	1420	20230420	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066928	IS7048	NA	NA	NA	NA	Verbascum 	eremobium 	Murb. 	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Jabal Al-Lawz, Tabuk"	28.441775	NA	35.49206	NA	NA	NA	200	1220	19890328	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066929	IS4347	NA	NA	NA	NA	Verbascum 	eremobium 	Murb. 	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Wadi Sadrr, Tabuk"	27.900765	NA	35.897577	NA	NA	NA	200	915	19830420	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066930	IS7227	NA	NA	NA	NA	Verbascum 	eremobium 	Murb. 	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"8 Km south of Jabal Al-Lawz, Tabuk"	28.456195	NA	35.473188	NA	NA	NA	200	1060	19890802	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00092231	IS9115	NA	NA	NA	NA	Verbascum 	eremobium 	Murb. 	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Duba, Tabuk"	27.535917	NA	35.8815	NA	NA	NA	200	1040	19940428	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ239	IS2049	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Soudah, northwest of Abha, Abha"	18.285132	NA	42.36829	NA	NA	NA	200	2740	19800310	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ240	IS9015	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Al-Abna Road, 7 km S of Baljurashi, Al-Baha"	19.807119	NA	41.603033	NA	NA	NA	200	1674	19940224	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ241	IS4330	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Al-Abna Road, 5 km S of Baljurashi, Al-Baha"	19.798824	NA	41.617687	NA	NA	NA	200	1981	19830417	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ242	IS7170	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Tanomah, Abha"	18.994868	NA	42.157874	NA	NA	NA	200	2012	19890502	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ243	AA7	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.828267	NA	41.535483	NA	NA	NA	100	1688	20200812	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ244	AA8	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.8311	NA	41.54075	NA	NA	NA	100	1689	20200812	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	50	0	NA
MUZ	AMZ245	AA9	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.831183	NA	41.5408	NA	NA	NA	100	1687	20200812	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ246	AA11	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.82795	NA	41.539033	NA	NA	NA	100	1664	20200812	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ247	AA12	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.827283	NA	41.53815	NA	NA	NA	100	1640	20200812	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ248	AA13	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.828183	NA	41.534967	NA	NA	NA	100	1533	20200812	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ249	AA144	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Qahar, Jazan"	17.627317	NA	42.878933	NA	NA	NA	100	1689	20210212	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ250	AA169	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.308217	NA	41.185467	NA	NA	NA	100	1396	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ251	AA222	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.30945	NA	41.186783	NA	NA	NA	100	1503	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ252	AA223	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.308767	NA	41.187933	NA	NA	NA	100	1550	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ253	AA224	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.310933	NA	41.189717	NA	NA	NA	100	1630	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ254	AA225	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.312083	NA	41.191183	NA	NA	NA	100	1750	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ255	AA226	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.31115	NA	41.19305	NA	NA	NA	100	1811	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ256	AA227	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.312367	NA	41.19325	NA	NA	NA	100	1842	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ257	AA228	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.319367	NA	41.195817	NA	NA	NA	100	1784	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ258	AA229	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Al-Baha - Taif road, near Bani Malik and Bani Obeid villages, Taif"	20.36475	NA	41.1613	NA	NA	NA	100	1912	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ259	AA230	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Hadaad Bani Malik, Taif"	20.5895	NA	41.0438	NA	NA	NA	100	2082	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ260	AA159	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Wadi Mehrim, Al-Hada, Taif"	21.339683	NA	40.322467	NA	NA	NA	100	1822	20210310	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ261	AA238	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Abdulaziz road, Doos tribs, Al-Mandaq, Al-Baha"	20.228983	NA	41.227017	NA	NA	NA	100	2057	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ262	AA237	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Abdulaziz road, near Butterfly park, Al-Mandaq, Al-Baha"	20.181617	NA	41.279183	NA	NA	NA	100	1948	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ263	AA236	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Abdulaziz road, near primary and middle Nasaba school, Al-Mandaq, Al-Baha"	20.151183	NA	41.290867	NA	NA	NA	100	2093	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ264	AA235	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Abdulaziz road, near Deerah Museum, Al-Mandaq, Al-Baha"	20.093417	NA	41.30615	NA	NA	NA	100	2146	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ265	AA168	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Abdulaziz road, Qarn Dhabi, Al-Mandaq, Al-Baha"	20.05155	NA	41.4183	NA	NA	NA	100	2422	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ266	AA167	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Al-Baha - Abha road, near Wadi Shora, Baljurashi, Al-Baha"	19.7939	NA	41.744183	NA	NA	NA	100	1923	20210313	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ267	AA165	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Taif - Al-Baha road, Baidhan, Al-Baha"	20.026917	NA	41.410917	NA	NA	NA	100	2395	20210313	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ268	AA237	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Gaha Hospital, Gaha, Maysaan, Taif"	20.654	NA	40.863617	NA	NA	NA	100	2074	20210311	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ269	AA236	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Gaha Hospital, Gaha, Maysaan, Taif"	20.676133	NA	40.88065	NA	NA	NA	100	1994	20210311	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ270	AA162	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Al-Atta village, Maysaan, Taif"	20.7167	NA	40.86415	NA	NA	NA	100	2387	20210311	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ271	AA174	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Sinan road between Al-Namas and Al-Majaradah, Abha"	19.123117	NA	42.115717	NA	NA	NA	100	2296	20210315	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ272	AA173	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Sinan road between Al-Namas and Al-Majaradah, Abha"	19.122433	NA	42.114467	NA	NA	NA	100	2217	20210315	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ273	AA171	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Al-Abna road between Al-Awamer and Baljurashi, Al-Baha"	19.80745	NA	41.60345	NA	NA	NA	100	1897	20210315	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ274	AA170	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.828267	NA	41.535483	NA	NA	NA	100	1479	20210315	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ275	AA221	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Wadi Cra, Adham, Makkah"	20.505278	NA	40.948056	NA	NA	NA	100	670	20230410	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066946	IS5525	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Al Hasane, 98 km from the Abha to Najran road, Abha"	17.973154	NA	42.782243	NA	NA	NA	200	1371	19851122	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066962	IS7544	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Qahar, Jizan"	17.626973	NA	42.858541	NA	NA	NA	200	1829	19900507	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066963	AN8103	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Jabal Areys, Abyan"	13.48333333	NA	45.91666667	NA	NA	NA	200	1300	19890211	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066967	IS5798	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Al Hasane, 98 km from the Abha to Najran road, Abha"	17.968331	NA	42.787304	NA	NA	NA	200	1524	19860411	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066968	IS7157	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Qahar, Jizan"	17.633849	NA	42.866951	NA	NA	NA	200	1677	19890429	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00687359	AF1276	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Al-Shafa highland, about 30 km SW of Taif, Taif"	21.071687	NA	40.312872	NA	NA	NA	200	2050	19860412	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
K	K000975903	WL119	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Alrail, Hadhramaut"	14.711036	NA	49.234634	NA	NA	NA	200	600	NA	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
MPU	MPU020130	AD868	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Jabal Areys, Abyan"	13.444483	NA	45.881086	NA	NA	NA	200	300	NA	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
MPU	MPU020132	AD441	NA	NA	NA	NA	Verbascum 	longibracteatum   	Defl.	NA	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Jabal Areys, Abyan"	13.441747	NA	45.884158	NA	NA	NA	200	300	NA	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ104	AA182	NA	NA	NA	NA	Verbascum  	medinecum	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Odks, Medina"	23.609783	NA	39.500217	NA	NA	NA	100	1808	20210618	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ105	AA153	NA	NA	NA	NA	Verbascum  	medinecum	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Figrah, Medina"	24.344383	NA	38.949917	NA	NA	NA	100	1749	20210307	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ106	AA219	NA	NA	NA	NA	Verbascum  	medinecum	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Figrah, Medina"	24.332983	NA	38.941467	NA	NA	NA	100	1736	20210307	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ107	AA107	NA	NA	NA	NA	Verbascum  	medinecum	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Figrah, Medina"	24.32525	NA	38.945	NA	NA	NA	100	1772	20200826	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ108	AA220	NA	NA	NA	NA	Verbascum  	medinecum	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Figrah, Medina"	24.332933	NA	38.941467	NA	NA	NA	100	1734	20200826	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ109	AA106	NA	NA	NA	NA	Verbascum  	medinecum	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Figrah, Medina"	24.3442	NA	38.949517	NA	NA	NA	100	1755	20200826	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ110	AA105	NA	NA	NA	NA	Verbascum  	medinecum	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Figrah, Medina"	24.344167	NA	38.950333	NA	NA	NA	100	1750	20200826	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ111	AA103	NA	NA	NA	NA	Verbascum  	medinecum	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Figrah, Medina"	24.344167	NA	38.9504	NA	NA	NA	100	1750	20200826	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066942	IS2899	NA	NA	NA	NA	Verbascum  	medinecum	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Radwa, 70 km N of Yanbu, Medina"	24.556112	NA	38.217239	NA	NA	NA	200	1981	19811010	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066948	IS5889	NA	NA	NA	NA	Verbascum  	medinecum	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Radwa, 95 km S of Medina, Medina"	24.539141	NA	38.221253	NA	NA	NA	200	1524	19861031	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066950	IS5999	NA	NA	NA	NA	Verbascum  	medinecum	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Radwa, 72 km N of Yanbu, Medina"	24.589019	NA	38.280168	NA	NA	NA	200	1554	19870210	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066952	IS7116	NA	NA	NA	NA	Verbascum  	medinecum	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Home Al-Figrah, 60 km W of Medina, Medina"	24.344167	NA	38.9504	NA	NA	NA	200	1829	19890420	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
