"ACCENUMB"	"OBJECTID"	"INSTCODE"	"COLLNUMB"	"COLLCODE"	"COLLNAME"	"COLLINSTADDRESS"	"COLLMISSID"	"GENUS"	"SPECIES"	"SPAUTHOR"	"SUBTAXA"	"SUBTAUTHOR"	"CROPNAME"	"ACCENAME"	"ACQDATE"	"ORIGCTY"	"NAMECTY"	"ADM1"	"ADM2"	"ADM3"	"ADM4"	"COLLSITE"	"DECLATITUDE"	"LATITUDE"	"DECLONGITUDE"	"LONGITUDE"	"COORDUNCERT"	"COORDDATUM"	"GEOREFMETH"	"ELEVATION"	"COLLDATE"	"BREDCODE"	"BREDNAME"	"SAMPSTAT"	"ANCEST"	"COLLSRC"	"DONORCODE"	"DONORNAME"	"DONORNUMB"	"OTHERNUMB"	"DUPLSITE"	"DUPLINSTNAME"	"STORAGE"	"MLSSTAT"	"REMARKS"	"globlandc"	"DISTOLAND"	"SUITQUAL"	"ID_0"	"ISO"	"NAME_0"	"ID_1"	"NAME_1"	"VARNAME_1"	"ENGTYPE_1"	"ID_2"	"NAME_2"	"VARNAME_2"	"ENGTYPE_2"	"ID_3"	"NAME_3"	"VARNAME_3"	"ENGTYPE_3"	"ID_4"	"NAME_4"	"VARNAME_4"	"ENGTYPE4"	"NIVELMAX"	"LOCALQUAL"	"COORQUAL"	"intertemp"	"errores"	"precis"	"georble"	"TOTALQUAL"	"TOTALQUAL100"
"1_new"	109863	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Guerrero"	"Zihuatanejo de Azueta"	NA	NA	NA	17.7	"174200N"	-101.525	"1013130W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	15	145	"MEX"	"Mexico"	12	"Guerrero"	NA	"State"	387	"José Azueta"	"Jose Azueta"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	45.3333333333333	75.5555555555556
"10054"	109293	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Chiapas"	"Ocosingo"	NA	NA	NA	16.7947222222222	"164741N"	-90.9280555555556	"0905541W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	5	"Chiapas"	NA	"State"	87	"Ocosingo"	"Ocozingo"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"102"	110441	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Campeche"	"Calakmul"	NA	NA	NA	18.2472222222222	"181450N"	-89.4625	"0892745W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	4	"Campeche"	NA	"State"	21	"Champotón"	"Champoton"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	45.3333333333333	75.5555555555556
"10703"	111021	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Oaxaca"	"Santa Mar?a Huatulco"	NA	NA	NA	15.7763888888889	"154635N"	-96.1594444444444	"0960934W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	20	"Oaxaca"	NA	"State"	986	"Dist. Pochutla"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"10759"	84329	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Chiapas"	"Ocosingo"	NA	NA	NA	16.8233333333333	"164924N"	-90.8894444444445	"0905322W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	94	"GTM"	"Guatemala"	12	"Petén"	NA	"Department"	174	"La Libertad"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	0	17	0	1	3	2	37	61.6666666666667
"10898"	109293	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Chiapas"	"Ocosingo"	NA	NA	NA	16.8158333333333	"164857N"	-90.8983333333333	"0905354W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	5	"Chiapas"	NA	"State"	87	"Ocosingo"	"Ocozingo"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"11010"	109293	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Chiapas"	"Ocosingo"	NA	NA	NA	16.7994444444444	"164758N"	-90.8825	"0905257W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	5	"Chiapas"	NA	"State"	87	"Ocosingo"	"Ocozingo"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"1119"	111021	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Oaxaca"	"Santa Mar?a Huatulco"	NA	NA	NA	15.7608333333333	"154539N"	-96.1852777777778	"0961107W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	20	"Oaxaca"	NA	"State"	986	"Dist. Pochutla"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1151"	110980	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Oaxaca"	NA	NA	NA	NA	17.1169444444444	"170701N"	-96.5827777777778	"0963458W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	15	145	"MEX"	"Mexico"	20	"Oaxaca"	NA	"State"	993	"Dist. Tlacolula"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	3	45.3333333333333	75.5555555555556
"1154"	110904	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Oaxaca"	"Santa Catarina Ixtepeji"	NA	NA	NA	17.2330555555556	"171359N"	-96.5769444444444	"0963437W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	15	145	"MEX"	"Mexico"	20	"Oaxaca"	NA	"State"	977	"Dist. Ixtlan"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	45.3333333333333	75.5555555555556
"11541"	110281	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Yucatan"	"Tekax"	NA	NA	NA	19.6913888888889	"194129N"	-89.11	"0890636W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	23	"Quintana Roo"	NA	"State"	1236	"José María Morelos"	"Jose Maria Morelos"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	17	0	1	3	2	38.6666666666667	64.4444444444444
"11572"	110281	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Quintana Roo"	"Jose Maria Morelos"	NA	NA	NA	19.2816666666667	"191654N"	-88.7583333333333	"0884530W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	23	"Quintana Roo"	NA	"State"	1236	"José María Morelos"	"Jose Maria Morelos"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"11615"	109360	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Campeche"	"Hopelch?n"	NA	NA	NA	19.195	"191142N"	-89.1733333333333	"0891024W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	4	"Campeche"	NA	"State"	23	"Hopelchén"	"Hopelchen"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"1166"	110319	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Puebla"	"Cuetzalan del Progreso"	NA	NA	NA	20.0288888888889	"200144N"	-97.545	"0973242W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	21	"Puebla"	NA	"State"	1080	"Ignacio Allende"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1186"	110959	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Oaxaca"	"Santa Mar?a Chimalapa"	NA	NA	NA	16.9669444444444	"165801N"	-94.625	"0943730W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	15	145	"MEX"	"Mexico"	20	"Oaxaca"	NA	"State"	979	"Dist. Juchitan"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	45.3333333333333	75.5555555555556
"1228147005"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228151016"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228152228"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228166033"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228166707"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228188028"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228209626"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228252040"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228253557"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228258963"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228266791"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228266963"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228347455"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228364460"	109760	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Chicontepec"	NA	NA	NA	21.0919444444444	"210531N"	-97.9588888888889	"0975732W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1526	"Chicontepec"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228367054"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228369391"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228375861"	110582	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Huatusco"	NA	NA	NA	19.1652777777778	"190955N"	-96.9605555555556	"0965738W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1556	"Huatusco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228380897"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228383437"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228391892"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228430507"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228450110"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228462658"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228466107"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228471672"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228474007"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"1228480622"	110261	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Jalcomulco"	NA	NA	NA	19.3330555555556	"191959N"	-96.6666666666667	"0964000W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1572	"Jalcomulco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
