"Variables"	"X1"	"X2"	"MeanDecreaseAccuracy"	"MeanDecreaseGini"
"wind_annual"	113.121980755346	1.00299833789377	109.402371123516	139.976506775484
"wind_1"	111.21794391485	-2.52152598918858	107.921400905568	117.561112585584
"wind_7"	107.858226285884	1.00471036976344	104.083848000303	119.212077595991
"alt"	93.6981205206766	-0.606941648142181	90.9085517988129	97.8598296296039
"slope"	82.2377670901827	0.0907802876303394	79.826592992528	84.7685585434743
"srad_annual"	79.3860707647644	-1.01584532409092	77.6954570033558	87.7879177409812
"srad_7"	74.1003756940537	-0.717742844628587	72.3350778865793	81.5000785259251
"srad_1"	70.1557814083035	0.444235698635969	68.9897850222039	80.8545626291494
"aspect"	37.2288983434415	0.393889760832096	33.6103319372048	31.9864533609801
