"ACCENUMB"	"t_awc1"	"t_awc2"	"t_awc3"	"t_soilwater_cap"	"t_bulk_dens"	"t_cecsol"	"t_clay_cont"	"t_coarse_frag"	"depth_rock"	"t_oc_cont"	"t_oc_dens"	"t_oc_stock"	"r_horizon"	"t_sand_cont"	"t_awcts"	"t_silt_cont"	"sodicity"	"t_ph_hox"	"t_ph_kcl"
"1257607568"	11	8.57499980926514	7.25	27	1380.84997558594	25.125	40.1500015258789	12.4499998092651	147	14.9250001907349	153.425003051758	164	49	35.75	44.9000015258789	24.25	0	58	47.9000015258789
"1259102744"	11.9750003814697	9.32499980926514	7.75	24.0499992370605	1414.09997558594	16.2749996185303	37.2249984741211	12.1999998092651	152	15.7250003814697	155.5	174	49	39.7750015258789	43.0999984741211	23.7000007629395	0	55.5750007629395	46.0750007629395
"1259380700"	12.5249996185303	9.80000019073486	8	27.25	1328.02502441406	35.0250015258789	39.0250015258789	7.69999980926514	131	28.5249996185303	226.975006103516	255	58	40.75	47.125	20.4500007629395	0	74.9749984741211	55.0750007629395
"1259705771"	10.5500001907349	7.75	6.67500019073486	24.8999996185303	1483.52502441406	17.7749996185303	42.8499984741211	21.9750003814697	99	12.8500003814697	110.574996948242	110	72	36.875	41.875	20.4750003814697	0	64.5749969482422	55.1749992370605
"1259705850"	10.5500001907349	8.22500038146973	6.75	26.75	1422.80004882812	26.6749992370605	39.9749984741211	24.2250003814697	142	17.25	127.875	154	57	36.6749992370605	43.2999992370605	23.7749996185303	0	60.4749984741211	50.8250007629395
"1259706169"	10.0749998092651	7.97499990463257	6.75	25.7749996185303	1460.84997558594	21.9249992370605	39.9500007629395	24.2000007629395	142	10.5	110.800003051758	112	51	37.375	42.2999992370605	23.125	0	57.5499992370605	46.8499984741211
"1259706188"	12	9	7.55000019073486	25.0249996185303	1383.5	22.0750007629395	36.2999992370605	12.3000001907349	164	17	198.225006103516	199	41	41.0499992370605	44.1500015258789	22.7999992370605	0	56.4749984741211	46.625
"1259706327"	10.75	8.22500038146973	6.67500019073486	25.4500007629395	1466.80004882812	22	40.2000007629395	20.5499992370605	175	10.5500001907349	105.425003051758	112	34	36.4500007629395	42.0499992370605	23.125	0	63.9000015258789	52.0750007629395
"1259706491"	10.7749996185303	7.97499990463257	6.75	25	1479.82495117188	20.9750003814697	43.5499992370605	32.9000015258789	76	11.375	122.175003051758	103	83	37.5499992370605	42.4500007629395	19.4750003814697	0	70.75	59.1500015258789
"1259706506"	10	7.75	6.44999980926514	28.1000003814697	1412.32495117188	31.2749996185303	41.2249984741211	22.75	141	29.1749992370605	217.375	256	57	34.3250007629395	44.2999992370605	24.4500007629395	0	61.5750007629395	51.2249984741211
"1259706777"	10.125	7.69999980926514	5.90000009536743	29.2000007629395	1364.94995117188	42.5750007629395	41.625	13.4250001907349	85	18.4750003814697	211.399993896484	164	68	40.7750015258789	46.0750007629395	17.3250007629395	0	71.1999969482422	50.9500007629395
"1259706853"	11.3000001907349	8.52499961853027	7.09999990463257	24.9500007629395	1425.625	22.3250007629395	38.6749992370605	11.2250003814697	173	14.2250003814697	135.975006103516	155	43	40.875	43.5250015258789	20.8999996185303	0	61.5750007629395	47.625
