Fuente	ID de la fuente	ESPECIE	"GENUS
"	"SPECIES
"	"ORIGCTY
"	"OBSDATE
"	"POPID
"	"MNGINSTNAME
"	MNGINSTADDRESS	"SPAUTHOR
"	"SUBTAXA
"	"SUBTAUTH
"	"OCCURSITE
"	"DECLATITUDE
"	"DECLONGITUDE
"	"COORDDATUM
"	"ELEVATION
"	SITEPROT	"POPSRC
"	SAMPSTAT	INSTNAME	INSTADDRESS	INSTNAME	"INSTCODE
"	HERBCODE	3.2.5.1	ACCEDOI	ACCENUMB	SPECNUMB	CONSACTION	MLSSTAT	LINKS	REMARKS
GBIF_CWRdiversity	1301682303	Capsicum annuum	Capsicum	annuum	CUB	00000000	1393343			L.			Distrikt: Pinar del Rio, Sammelort: Entronque de La Palma, Bauer: Jacinto Sale /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682304	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1393377			L.			Distrikt: Pinar del Rio, Sammelort: Los Portales, Bauer: Miguel Delgado /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682306	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1393320				vulgaris		Distrikt: Pinar del Rio, Sammelort: La Guira, km 49 an der StraÃŸe nach Luis Lazo, Bauer: Maria Pimentel /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682307	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1393360			L.			Distrikt: Pinar del Rio, Sammelort: La Jarreta, Bauer: Dagoberto Rodriguez /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682314	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1393364			L.			Distrikt: Pinar del Rio, Sammelort: Las Coloradas, an der AutostraÃŸe Minas de Matahambre - Santa Lucia, Bauer: Josefina Rivera /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682317	Helianthus annuus	Helianthus	annuus	CUB	00000000	1393324			L.			Distrikt: Pinar del Rio, Sammelort: Cocodrillo Jacksonville /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682318	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1393319				vulgaris		Distrikt: Pinar del Rio, Sammelort: La Guira, km 49 an der StraÃŸe nach Luis Lazo, Bauer: Maria Pimentel /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682322	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1393363				vulgaris		Distrikt: Pinar del Rio, Sammelort: La Jarreta, Bauer: Luis Ledezma /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682329	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1393337				vulgaris		Distrikt: Pinar del Rio, Sammelort: El Quemado, 20 km von Vinales, Bauer: Fernando Trasanco /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682332	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1393341			L.			Distrikt: Pinar del Rio, Sammelort: El Roble, Santa Isabel, Bauer: Juan Pujada /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682334	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1393373				vulgaris		Distrikt: Pinar del Rio, Sammelort: Los Portales, Bauer: Miguel Delgado /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682350	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1393375				vulgaris		Distrikt: Pinar del Rio, Sammelort: Los Portales, Bauer: Miguel Delgado /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682351	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1393358			L.			Distrikt: Pinar del Rio, Sammelort: La Jarreta, Bauer: Dagoberto Rodriguez /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682358	Brassica juncea	Brassica	juncea	CUB	00000000	1393408			(L.) Czern.			Distrikt: Pinar del Rio, Sammelort: Santa Cruz, El Verraco, Bauer: Pedro Miguel Carmona /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682363	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1393359			L.			Distrikt: Pinar del Rio, Sammelort: La Jarreta, Bauer: Dagoberto Rodriguez /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682364	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1393378			L.			Distrikt: Pinar del Rio, Sammelort: Macurije, Bauer: Fermin Camayeri /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682367	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1393404			L.			Distrikt: Pinar del Rio, Sammelort: Santa Cruz, Bauer: Gregorio Rodriguez /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682373	Capsicum annuum	Capsicum	annuum	CUB	00000000	1393406			L.			Distrikt: Pinar del Rio, Sammelort: Santa Cruz, Bauer: Rogelia Bonilla /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682381	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1393407			L.			Distrikt: Pinar del Rio, Sammelort: Santa Cruz, Bauer: Rogelia Bonilla /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682382	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1393366				vulgaris		Distrikt: Pinar del Rio, Sammelort: Las Coloradas, an der AutostraÃŸe Minas de Matahambre - Santa Lucia, Bauer: Josefina Rivera /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682383	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1393401			L.			Distrikt: Pinar del Rio, Sammelort: Santa Cruz, Bauer: Casilda Cordera /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682388	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1393325			L.			Distrikt: Pinar del Rio, Sammelort: Cocodrillo, Bauer: Sidney Crowde /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682398	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1393394				vulgaris		Distrikt: Pinar del Rio, Sammelort: Montezuelo, Bauer: Modesto Perez /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682401	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1393409				vulgaris		Distrikt: Pinar del Rio, Sammelort: Sitio Abajo, Bauer: Rey de la Rosa /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682448	Helianthus annuus	Helianthus	annuus	CUB	00000000	1393376			L.			Distrikt: Pinar del Rio, Sammelort: Los Portales, Bauer: Miguel Delgado /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301682479	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1393400			L.			Distrikt: Pinar del Rio, Sammelort: Santa Cruz, Bauer: Casilda Cordera /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301684640	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1395661				lycopersicum		Dolores /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301684642	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1395663			L.			Dolores /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301686366	Capsicum annuum	Capsicum	annuum	CUB	00000000	1397994			L.			EEPF Indio Hatuey /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301687081	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1398574				lycopersicum		El Dorado, beim Dimitroff Institut Bayamo, Bauer: Josefa Guerra /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301687094	Brassica juncea	Brassica	juncea	CUB	00000000	1398575			(L.) Czern.			El Dorado, beim Dimitroff Institut Bayamo, Kuba 1990 /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301687221	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1398827				lycopersicum		El Laurel, 2 km hinter La Minaa Mina /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301687347	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1398438			L.			El Bombon, Bauer: Victoria Olivera /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301687394	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1398441				lycopersicum		El Bombon, Bauer: Victoria Olivera /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301687418	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1398442				lycopersicum		El Bombon, Bauer: Victoria Olivera /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301688078	Allium sp	Allium	sp	CUB	00000000	1398567			L.			El Culebro, Bauer: Manuel Reyes /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301688540	Cucurbita moschata	Cucurbita	moschata	CUB	00000000	1399017			Duchesne ex Poir.			El Quemado, Bauer: Ariel Alfonso /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301690300	Capsicum annuum	Capsicum	annuum	CUB	00000000	1401308			L.			Entrada de Aguacate, Strasse nach Pilon, 3 Km vor Ojo de Agua, Bauer: Alfredo Rodriguez /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301693812	Cucumis sativus	Cucumis	sativus	CUB	00000000	1404778				sativus		Finca Musuliu /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301693817	Cucumis sativus	Cucumis	sativus	CUB	00000000	1404779				sativus		Finca Musuliu /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301701260	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1412561			L.			Guaibano, Valle del Caujeri /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301701276	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1412562				vulgaris		Guaibano, Valle del Caujeri /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301701416	Brassica napus	Brassica	napus	CUB	00000000	1412651				napus		Guantanamo, Salvador, Limonar /  / Cuba	20.1667	-75.2333	WGS84					Bioversity-ECPGR												
GBIF_CWRdiversity	1301704989	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1415939				lycopersicum		Hicotea, Bauer: Edith Rodriguez /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301705590	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1416573			(L.) Karst. ex Farw.			Holguin Cacocum, 5 1/2 km Carretera a Guirabo 0986 /  / Cuba								Bioversity-ECPGR												Nombre científico de la base de datos original se actualizó de acuerdo al nombre aceptado, principalmente como aparece en Kew (https://powo.science.kew.org/)
GBIF_CWRdiversity	1301711176	Cucumis sativus	Cucumis	sativus	CUB	00000000	1422365				sativus		Isla de la Juventud, La Granjita, Herkunft von verschiedenen Stellen der Isla de la Juventud /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301711216	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1422373			L.			Isla de la Juventud, La Granjita, Herkunft von verschiedenen Stellen der Isla de la Juventud /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301711239	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1422378			L.			Isla de la Juventud, La Granjita, Herkunft von verschiedenen Stellen der Isla de la Juventud /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301711249	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1422380			L.			Isla de la Juventud, La Granjita, Herkunft von verschiedenen Stellen der Isla de la Juventud /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301711272	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1422385				vulgaris		Isla de la Juventud, La Granjita, Herkunft von verschiedenen Stellen der Isla de la Juventud /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301711281	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1422387				lycopersicum		Isla de la Juventud, La Granjita, Herkunft von verschiedenen Stellen der Isla de la Juventud /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301711285	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1422388				lycopersicum		Isla de la Juventud, La Granjita, Herkunft von verschiedenen Stellen der Isla de la Juventud /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301711295	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1422391			L.			Isla de la Juventud, Los Maceos, Bauer: Orlando Maceo /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301711299	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1422392			L.			Isla de la Juventud, Los Maceos, Bauer: Orlando Maceo /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301711307	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1422394				vulgaris		Isla de la Juventud, Mella /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301711313	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1422395				lycopersicum		Isla de la Juventud, Mella /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301711365	Allium tuberosum	Allium	tuberosum	CUB	00000000	1422361			Rottl. ex Spreng.			Isla de la Juventud /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301714591	Capsicum annuum	Capsicum	annuum	CUB	00000000	1425700			L.			KÃ¼stenwald bei El Beral, Korallenkalk /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727759	Brassica rapa	Brassica	rapa	CUB	00000000	1439368			(DC.) Metzg.	oleifera		Kuba /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727767	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1439388			L.			Kuba, Region: Oriente, Sammelort: Bazan Sagua de Tanamo, Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727768	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1439398				lycopersicum		Kuba, Region: Oriente, Sammelort: El Consuelo de Yaguajay Banes, Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727778	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1439377			L.			Kuba, Region: Oriente, Sammelort: Arroyo Blanco Mayari,Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727790	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1439422			L.			Kuba, Region: Oriente, Sammelort: La Cueva, Arroyo Seco Mayari, Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727794	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1439402			L.			Kuba, Region: Oriente, Sammelort: El Consuelo de Yaguajay Banes, Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727797	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1439413				vulgaris		Kuba, Region: Oriente, Sammelort: El Retrete, La Dalia Banes, Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727802	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1439389			L.			Kuba, Region: Oriente, Sammelort: Bazan Sagua de Tanamo, Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727804	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1439384			L.			Kuba, Region: Oriente, Sammelort: Barrio Miguel, Tienda Apollinario Sagua de Tanamo, Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727806	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1439400			L.			Kuba, Region: Oriente, Sammelort: El Consuelo de Yaguajay Banes, Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727808	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1439433				lycopersicum		Kuba, Region: Oriente, Sammelort: San Antonio, Los Negritos Banes, Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727820	Phaseolus lunatus	Phaseolus	lunatus	CUB	00000000	1439427			L.			Kuba, Region: Oriente, Sammelort: La Prueba, Songo-La Maya Santiago de Cuba /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727824	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1439408			L.			Kuba, Region: Oriente, Sammelort: El Retrete, La Dalia Banes, Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727825	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1439392				lycopersicum		Kuba, Region: Oriente, Sammelort: El Caro, El Japon Sagua de Tanamo, Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727827	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1439441			L.			Kuba, Region: Oriente, Sammelort: Yacabo Abajo Imias, Guantanamo /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727838	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1439418				lycopersicum		Kuba, Region: Oriente, Sammelort: Guayabo, 2 km von Entronque de Seboruco /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727849	Cucumis sativus	Cucumis	sativus	CUB	00000000	1439426				sativus		Kuba, Region: Oriente, Sammelort: La Cuevita, Arroyo Seco Mayari, Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727850	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1439429			L.			Kuba, Region: Oriente, Sammelort: Pozo Blanco Banes, Holguin, am Wege von El Retrete nach Los Pasos /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727852	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1439424			L.			Kuba, Region: Oriente, Sammelort: La Cueva, Arroyo Seco Mayari, Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727886	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1439439				lycopersicum		Kuba, Region: Oriente, Sammelort: Vidalina Sagua de Tanamo, Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301727896	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1439438				lycopersicum		Kuba, Region: Oriente, Sammelort: Vidalina Sagua de Tanamo, Holguin /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301729094	Allium sp	Allium	sp	CUB	00000000	1440720			L.			La Caridad de los Indios /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301729354	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1440986			L.			La Habana, La Union, zwischenEl Peru und Jaruco, Bauer: Evangelina Leyva /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301729364	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1440990			L.			La Habana, Las Mercedes, 1 kmvor San Antonio de Rio Blanco /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301729368	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1440981			L.			La Habana, Finca San Nicolas,an der StraÃŸe von Bajurayabo nach Campo Florido /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301729388	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1441001				vulgaris		La Habana, Weg von Jamaica nach Tapaste, Bauer: Mariano Fraga /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301729396	Capsicum annuum	Capsicum	annuum	CUB	00000000	1441002			L.			La Habana, Weg von Jamaica nach Tapaste, Bauer: Mariano Fraga /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301729411	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1440989			L.			La Habana, Las Mercedes, 1 kmvor San Antonio de Rio Blanco /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301729412	Capsicum annuum	Capsicum	annuum	CUB	00000000	1440984			L.			La Habana, La Union, zwischenEl Peru und Jaruco, Bauer: Evangelina Leyva /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301729418	Capsicum sp	Capsicum	sp	CUB	00000000	1440987			L.			La Habana, La Union, zwischenEl Peru und Jaruco, Bauer: Evangelina Leyva /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301729420	Cucurbita moschata	Cucurbita	moschata	CUB	00000000	1440992			Duchesne ex Poir.			La Habana, Loma de Travieso, zwischen El Comino und San Antonio de Rio Blanco /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301729479	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1441109				lycopersicum		La Loteria, Fomento /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301729715	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1441336				vulgaris		La Poa /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301729734	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1441335			L.			La Poa /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301729942	Capsicum chinense	Capsicum	chinense	CUB	00000000	1441509			Jacq.			La Sierrita /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301731751	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1443346			L.			Las Delicias, Strasse von Yunque de Baracoa Camping nach Los Centros /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301735022	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1446785			L.			Los Manantiales. El Dorado. Weg nach Niquero, Bauer: Bilbain Sanchez Castro /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301735089	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1446789				lycopersicum		Los Manantiales. El Dorado. Weg nach Niquero, Bauer: Bilbain Sanchez Castro /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301735118	Cucurbita moschata	Cucurbita	moschata	CUB	00000000	1446791			Duchesne ex Poir.			Los Manantiales. El Dorado. Weg nach Niquero, Bauer: Bilbain Sanchez Castro /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301735158	Cucurbita moschata	Cucurbita	moschata	CUB	00000000	1446843			Duchesne ex Poir.			Los Platanos, Bauer: Elvira Perez /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301735188	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1446845			L.			Los Platanos, Bauer: FranciscaPerez /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301737891	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1449844				vulgaris		Manantiales bei Holguin, an der StraÃŸe nach La Jiquima /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301741344	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1453251			L.			Material aus dem INIFAT /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301741399	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1453253			L.			Material aus dem INIFAT /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301741602	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1453261				vulgaris		Material aus dem INIFAT /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301741615	Rhynchosia minima	Rhynchosia	minima	CUB	00000000	1453212				minima		Matanzas - VARADERO /  / Cuba	23.1667	-81.2667	WGS84					Bioversity-SINGER												
GBIF_CWRdiversity	1301744419	Capsicum annuum	Capsicum	annuum	CUB	00000000	1455879			L.			Misdel De Armas /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301744853	Solanum americanum	Solanum	americanum	CUB	00000000	1457135			Mill.			Monte Verde /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301750515	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1462346			L.			Naranjo. Weg von La Jiquima nach Vedado /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301757067	Capsicum annuum	Capsicum	annuum	CUB	00000000	1469048			L.			Ojo de Agua, CPA Neftali Martinez /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758376	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1470458			L.			Oriente, Cienaguita, am Weg von Santa Rita nach Santa Rosa /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758398	Capsicum annuum	Capsicum	annuum	CUB	00000000	1470480			L.			Oriente, La Veguita, an der Strasse von Holguin nach Melonses /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758400	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1470477			L.			Oriente, La Trocha, an der Strasse von Holguin nach Gibara /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758423	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1470493			L.			Oriente, Los Biajacas, an derStraÃŸe von Holguin nach Manguito /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758426	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1470479			L.			Oriente, La Veguita, an der Strasse von Holguin nach Melonses /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758431	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1470459				vulgaris		Oriente, Cienaguita, am Weg von Santa Rita nach Santa Rosa /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758450	Vigna unguiculata	Vigna	unguiculata	CUB	00000000	1470471			(L.) Walp.			Oriente, La Macagua, am Weg von Mayabe nach Camazan /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758456	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1470481			L.			Oriente, La Veguita, an der Strasse von Holguin nach Melonses /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758465	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1470486			L.			Oriente, Loma de la Lima Banes, Holguin am Wege von El Retrete nach Los Pasos /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758468	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1470460			L.			Oriente, Cienaguita, am Weg von Santa Rita nach Santa Rosa /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758470	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1470469			L.			Oriente, La Macagua, am Weg von Mayabe nach Camazan /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758472	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1470488			L.			Oriente, Loma de la Lima Banes, Holguin am Wege von El Retrete nach Los Pasos /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758476	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1470507			L.			Oriente, Potrerillo, Baguanos,an der StraÃŸa Holguin - Manguito /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758479	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1470515			L.			Oriente, Tierra Buena, am Wegvon Velasco nach Gibara /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758482	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1470457			L.			Oriente, Bracito /  / Cuba								Bioversity-ECPGR												
